Name,Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
2006 Maruti Alto LXI,104000,3.7,2423,63754,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,18
2014 Hyundai New Elantra SX 1.8 AT,682290,4.4,2423,13496,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,10
2011 Ford Fiesta Classic 1.4 LXI TDCI,185000,3.8,2423,64084,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2016 Maruti Celerio VXI AMT,440000,4.6,2423,28988,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,8
2011 Honda City V AT,378000,4.2,2423,48032,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeExpired,13
2011 Chevrolet Beat E,164000,3.7,2423,41700,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2019 Maruti Baleno ALPHA DDIS 190 ,783750,4.9,2423,10616,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,5
2015 Hyundai Verna FLUIDIC 1.6 VTVT S (O)  MT,530000,4.3,2423,59749,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,423225,4.4,2423,12769,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2019 Maruti S Cross ZETA SHVS,920000,4.6,2423,26508,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,5
2013 Maruti A Star VXI,190385,3.7,2423,50167,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2015 Ford Figo Aspire 1.5 TREND DIESEL,455000,4.4,2423,38693,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
2020 Maruti S PRESSO VXI (O) CNG ,560000,5.0,2423,3542,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeZero_Dep,4
2007 Maruti Swift LXI 1.3,115000,3.8,2423,73138,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,17
2014 Maruti Ritz ZXI ABS,370000,4.2,2423,49734,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2008 Maruti Wagon R VXI BS III,160000,3.8,2423,64731,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
2010 Chevrolet Spark LS 1.0,110000,4.1,2423,43325,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2014 Maruti Alto K10 VXI ,255000,4.3,2423,54558,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2006 Maruti Esteem VXI,65000,3.0,2423,78059,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2013 Maruti Swift VDI,450000,4.1,2423,63270,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2002 Maruti Zen LXI,40500,3.1,2423,112773,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,22
2014 Maruti Swift ZXI,480000,4.3,2423,48502,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2009 Maruti Zen Estilo LXI,171000,4.2,2423,41272,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2011 Hyundai i10 MAGNA 1.2 KAPPA2,270000,4.0,2423,66881,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2013 Skoda Rapid ACTIVE 1.6 MPFI MT,300000,3.9,2423,53517,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2001 Maruti Zen VXI,62100,3.4,2423,132450,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,23
2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,414385,4.4,2423,45666,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2012 Honda City V MT PETROL,350000,4.0,2423,78264,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,12
2008 Hyundai i10 MAGNA 1.2,200000,4.0,2423,100274,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
2017 Hyundai i20 Active 1.2 SX,700000,4.9,2423,12799,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,7
2009 Hyundai i20 ASTA 1.2,200000,3.8,2423,93491,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2015 Honda City SV MT PETROL,575000,4.1,2423,76671,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2005 Hyundai Santro Xing XO ERLX EURO II,100000,3.5,2423,69058,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,19
2014 Datsun Go T,272000,4.4,2423,29957,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2015 Nissan Micra XL CVT (PETROL),602000,4.0,2423,58152,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,9
2009 Tata Indigo CS GLX,100000,3.8,2423,40120,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,15
2019 Renault Kwid 1.0 RXT Opt,384750,4.9,2423,15771,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,5
2006 Maruti Zen Estilo VXI,100000,3.8,2423,39457,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2019 Maruti Dzire VDI AMT,851000,4.9,2423,20638,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,5
2017 Datsun Redi Go S 1.0,300000,4.4,2423,17379,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,7
2018 Maruti Celerio X ZXI OPT AMT,450000,4.8,2423,13864,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,6
2014 Hyundai i20 SPORTZ 1.4 CRDI,420000,4.1,2423,70282,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2013 Mahindra XUV500 W6 4X2,615000,4.5,2423,30632,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2011 Maruti Wagon R 1.0 VXI,250000,4.2,2423,73471,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComprehensive,13
2015 Maruti Celerio ZXI ,330000,4.5,2423,62013,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,9
2005 Tata Indica V2 DLX BS III,82650,3.6,2423,52388,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,19
2007 Hyundai Santro Xing XO ERLX EURO III,95000,3.5,2423,75853,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,17
2014 Hyundai Eon SPORTZ,300000,4.6,2423,16846,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
2017 Maruti Wagon R 1.0 LXI CNG OPT,400000,4.3,2423,89918,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeZero_Dep,7
2014 Hyundai Eon MAGNA PLUS,220000,4.1,2423,60991,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
2015 Maruti Baleno DELTA 1.2 K12 AMT ,550000,4.3,2423,44340,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,9
2011 Honda City S MT PETROL,249999,3.7,2423,97479,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,13
2012 Maruti Swift Dzire VDI BS IV,500000,4.0,2423,65493,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2006 Hyundai Santro Xing XL ERLX EURO III,81000,3.9,2423,58577,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,18
2007 Hyundai Verna I,210000,4.2,2423,33600,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,17
2015 Mahindra E2O T2,346000,4.7,2423,16772,OwnerFirst Owner,FuelElectric,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2006 Hyundai Accent GLS 1.6 ABS,76000,3.5,2423,71650,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2011 Hyundai Verna FLUIDIC 1.6 SX VTVT,359000,3.9,2423,56207,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,13
2019 Maruti Alto LXI,330000,4.2,2423,38641,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,5
2018 Maruti Celerio ZXI AMT,525000,4.6,2423,13485,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComp,6
2004 Ford Ikon 1.3 FLAIR,65000,4.0,2423,48646,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,20
2007 Tata Indica V2 Xeta GVS BS III,90000,4.1,2423,41360,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,17
2014 Honda Mobilio 1.5 V I VTEC,476000,4.4,2423,56180,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2010 Tata Nano STD,48000,3.1,2423,30057,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2011 Hyundai i20 SPORTZ O 1.4 CRDI,325000,4.0,2423,58703,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
2016 Maruti Baleno ALPHA 1.2 K12 ,670000,4.6,2423,12559,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,8
2004 Hyundai Accent GVS,80000,3.7,2423,137998,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,20
2019 Maruti Ciaz 	DELTA 1.5 SHVS VVT MT,850000,4.4,2423,14326,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeZero_Dep,5
2020 Mahindra XUV 3OO W8 DIESEL MT,1250000,4.9,2423,2294,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,540000,4.7,2423,15788,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2005 Maruti Alto LX,60000,3.7,2423,39680,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,19
2016 Ford Ecosport 1.5 TITANIUM TI VCT,651000,4.5,2423,35035,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,8
2008 Hyundai Accent GLE,110000,3.6,2423,103887,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,16
2018 Honda BR-V 1.5 i-VTEC V CVT,875000,4.7,2423,18898,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,6
2009 Maruti Wagon R VXI MINOR,200000,3.7,2423,43102,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,15
2001 Fiat Palio 1.2 ELX,29000,3.1,2423,89947,OwnerFifth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,23
2009 Maruti Wagon R LXI,120000,3.9,2423,58411,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,15
2012 Hyundai i20 ASTA 1.2,360000,4.3,2423,54558,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,12
2014 Hyundai Eon D LITE PLUS,300000,4.5,2423,31843,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2014 Nissan Terrano XV 110 DIESEL,460000,4.1,2423,61913,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2004 Maruti Wagon R LX,64800,3.7,2423,56664,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,20
2015 Maruti Ciaz ZXI + RS MT,700000,4.4,2423,24706,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,9
2011 Hyundai i10 MAGNA 1.1 IRDE2,210000,3.8,2423,81655,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2006 Maruti 800 AC,35000,3.6,2423,97484,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,18
2018 Maruti Baleno ALPHA 1.2 K12 AMT ,960000,4.7,2423,10427,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,6
2006 Maruti 800 STD,57000,3.2,2423,21514,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2011 Hyundai Eon MAGNA,241000,4.1,2423,26109,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2012 Tata Indica Vista VX QUADRAJET,255000,4.4,2423,63602,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2009 Hyundai i10 ERA 1.1 IRDE,180000,4.1,2423,56325,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,15
2013 Chevrolet Enjoy 1.4 LTZ 7 STR,240000,3.8,2423,74977,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,11
2010 Maruti Swift Dzire VXI,250000,4.0,2423,68303,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2008 Mahindra Scorpio VLX 2WD BS IV,240000,3.4,2423,98489,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,16
2019 Maruti Baleno ALPHA 1.2 K12 ,725000,4.7,2423,8882,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,5
2011 Maruti Swift Dzire VDI BS IV,375000,4.3,2423,62121,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
2020 Maruti S Cross ZETA SHVS PETROL,1130000,4.9,2423,2411,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,4
2015 Maruti Swift VXI,480000,4.3,2423,29853,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2009 Hyundai i10 MAGNA 1.2,150000,4.1,2423,27480,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,15
2007 Chevrolet Spark LT 1.0,70000,4.0,2423,56382,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,17
2016 Maruti Swift ZXI,510000,4.3,2423,26108,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2011 Maruti A Star VXI,180000,4.3,2423,59422,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2000 Maruti Zen LX,45000,3.6,2423,54432,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,24
2015 Hyundai Eon MAGNA PLUS,254000,4.4,2423,60019,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,9
2009 Hyundai Santro Xing GLS,150000,4.1,2423,58274,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2003 Mitsubishi Lancer GLI 1.5,35000,4.1,2423,65966,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,21
2010 Hyundai i10 MAGNA 1.2,206000,4.1,2423,74460,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2020 Maruti New  Wagon-R 1.0 LXI (O),560000,4.9,2423,24980,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2017 Maruti Baleno ALPHA 1.2 K12 ,625000,4.5,2423,31771,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,7
2011 Maruti Alto K10 VXI ,160000,4.0,2423,76401,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2018 Maruti Baleno DELTA 1.2 K12 ,580000,4.9,2423,10847,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2010 Honda City S MT PETROL,240000,3.8,2423,87458,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
2016 Hyundai Eon MAGNA,367000,4.8,2423,8060,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,8
2013 Ford Ecosport 1.5 AMBIENTE TDCI,384187,3.7,2423,100599,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2016 Maruti Alto 800 VXI (O),300000,4.2,2423,66014,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,8
2018 Maruti Ciaz ALPHA 1.5 AT VTVT SHVS,954000,4.8,2423,6096,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2017 Hyundai Grand i10 Sportz(O) 1.2 MT,460000,4.5,2423,41739,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,7
2015 Maruti Celerio VXI ,355000,4.2,2423,46233,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2019 Tata Harrier XZ 2.0L Kryotec,1700000,4.9,2423,2659,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2012 Hyundai Verna FLUIDIC 1.6 CRDI SX OPT AT,400000,3.6,2423,76646,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,12
2017 Maruti Ciaz ZXI,650000,4.4,2423,26492,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2011 Volkswagen Polo COMFORTLINE 1.2L DIESEL,225000,3.5,2423,77655,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
2019 Maruti Celerio VXI CNG OPT,550000,4.9,2423,5088,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,5
2018 Honda Jazz 1.2 V AT,750000,4.8,2423,24629,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeZero_Dep,6
2009 Maruti Alto LXI,150000,3.8,2423,19856,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,15
2019 Audi A3 35 TFSI S LINE,2164100,4.8,2423,4238,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,5
2015 Honda Amaze 1.5 SMT I DTEC,469895,4.3,2423,58444,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
2014 Hyundai Verna FLUIDIC 1.6 SX VTVT,410000,4.2,2423,49675,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,10
2011 Volkswagen Vento HIGHLINE DIESEL,400000,4.1,2423,36407,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,13
2016 Honda Amaze 1.2 VXMT I VTEC,540000,4.7,2423,28355,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
2006 Hyundai Santro Xing XO ERLX EURO III,129000,3.6,2423,71983,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,18
2010 Hyundai i10 ERA 1.1 IRDE,200000,4.2,2423,69231,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2014 Honda Mobilio 1.5 V I VTEC,400000,4.2,2423,54359,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2014 Maruti Swift Dzire VDI BS IV,575000,4.2,2423,57241,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2011 Honda City V AT,350000,4.0,2423,87545,OwnerSecond Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeThird_party,13
2012 Maruti Alto 800 LXI CNG,210000,4.0,2423,29550,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,12
2018 Maruti Baleno DELTA 1.2 K12 ,580000,4.8,2423,5804,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2018 Maruti Swift ZDI AMT,783000,4.6,2423,19274,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero_Dep,6
2018 Maruti Swift ZXI+ BS IV,700000,4.9,2423,11794,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2015 Hyundai Elite i20 ASTA 1.2,500000,4.2,2423,52538,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2017 Maruti Ciaz ALPHA 1.4 VVT ,740000,4.7,2423,10572,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,7
2005 Maruti Alto LXI,64000,3.8,2423,65158,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,19
2016 Maruti Alto 800 LXI,250000,4.1,2423,61724,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2012 Maruti Wagon R 1.0 LXI CNG,350000,4.0,2423,41174,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,12
2015 Volkswagen Polo COMFORTLINE 1.2L PETROL,470000,4.3,2423,17444,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2020 Maruti Baleno ZETA 1.2 K12 ,793000,5.0,2423,2392,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2013 Chevrolet Sail 1.2 LT ABS,286000,4.1,2423,48758,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,11
2019 Toyota Glanza V CVT,800000,4.8,2423,9844,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,5
2012 Maruti Alto 800 LXI,180000,4.3,2423,83962,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2012 Volkswagen Polo TRENDLINE 1.2L DIESEL,199000,3.9,2423,77552,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2015 Hyundai Elite i20 SPORTZ 1.4,600000,4.5,2423,57791,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,9
2012 Maruti Alto LXI,123000,3.4,2423,44906,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2018 Maruti Vitara Brezza ZDI PLUS,930000,4.4,2423,35065,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2016 Maruti Alto 800 LXI CNG,231922,4.3,2423,76891,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2018 Maruti Ciaz ALPHA 1.4 VVT ,864000,4.8,2423,181,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2009 Skoda Laura AMBIENTE 1.9 TDI AT,260000,3.7,2423,82431,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,15
2016 Volkswagen Polo GT TSI 1.2 PETROL AT,500000,4.2,2423,37728,OwnerThird Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,8
2016 Ford Figo Aspire 1.5 TITANIUM AT PETROL,530000,4.7,2423,25575,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,8
2011 Hyundai i10 SPORTZ 1.2 KAPPA2,275000,4.1,2423,35275,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2020 Renault Kwid 1.0 CLIMBER OPT AMT,565000,4.9,2423,971,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2010 Maruti Swift Dzire VXI,260000,4.0,2423,66279,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,14
2018 Maruti Ciaz DELTA 1.3 DDIS SHVS ,775000,4.5,2423,14284,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,6
2012 Maruti Alto K10 LXI,200000,4.0,2423,67239,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
2013 Honda Brio 1.2 E MT I VTEC,320000,4.2,2423,20089,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,11
2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT,600000,4.7,2423,6199,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,8
2011 Maruti Zen Estilo LXI,200000,4.2,2423,57232,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2019 Toyota Glanza V MT PETROL,800000,5.0,2423,2137,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,5
2019 Hyundai Grand i10 MAGNA 1.2 VTVT,550000,4.7,2423,19737,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2018 Volkswagen Polo GT TSI,835000,4.8,2423,6873,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
2008 Hyundai Getz Prime 1.1 GVS,100000,3.4,2423,51341,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,16
2015 Maruti Alto 800 LXI,228000,4.2,2423,53076,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2018 Maruti Alto 800 LXI CNG,330000,4.4,2423,53062,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,6
2013 Volkswagen Vento COMFORTLINE DIESEL,550000,4.6,2423,35541,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,11
2018 Maruti Vitara Brezza ZDI,860000,3.7,2423,30432,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,6
2011 Chevrolet Beat LT LPG,210000,4.1,2423,25004,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,13
2007 Maruti Wagon R LXI,140000,3.7,2423,80624,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
2005 Maruti Wagon R VXI,104000,3.7,2423,117253,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,19
